vendor,name,spec,price,image_url,category,검색_쿼리,추정_인터넷총가,표본수,상태,최저가_링크,군마트가격(원),군마트_추출용량(g/ml),할인율(%)
풀무원식품 주식회사,얇은피꽉찬속 고기만두,800g,"5,600원",https://www.welfare.mil.kr/shop/imgView.do?p_code=26900&type=1,식품,풀무원식품 얇은피꽉찬속 고기만두 800g,13500.0,20,Success,https://shopping.naver.com/outlink/itemdetail/5899297999,5600,800.0,58.5
(주)대상다이브스,45도 과일잼 딸기,350g,"3,680원",https://www.welfare.mil.kr/shop/imgView.do?p_code=26908&type=1,식품,대상다이브스 45도 과일잼 딸기 350g,11860.0,19,Success,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=8308970622&tid=1000000061,3680,350.0,69.0
롯데웰푸드(주),롯데푸드 돼지콘,160ml,750원,https://www.welfare.mil.kr/shop/imgView.do?p_code=28138&type=1,식품,롯데웰푸드 롯데푸드 돼지콘 160ml,,0,Max Retries,,750,160.0,
(주)빙그레,끌레도르베리믹스,90ml,790원,https://www.welfare.mil.kr/shop/imgView.do?p_code=28176&type=1,식품,빙그레 끌레도르베리믹스 90ml,55999.99999999999,9,Success,https://link.coupang.com/re/PCSNAVERPCSDP?pageKey=8707689243&ctag=8707689243&lptag=I25287862741&itemId=25287862741&vendorItemId=92283355138&spec=10305199,790,90.0,98.6
씨제이제일제당(주),(영외)프리미엄 굴소스,350g,"3,220원",https://www.welfare.mil.kr/shop/imgView.do?p_code=27502&type=1,식품,씨제이제일제당 영외 프리미엄 굴소스 350g,5390.0,20,Success,https://search.shopping.naver.com/catalog/51929307870,3220,350.0,40.3
(주)농협홍삼,황제침향단,3.75g*60환,"46,980원",https://www.welfare.mil.kr/shop/imgView.do?p_code=27666&type=1,건강기능식품,농협홍삼 황제침향단 3.75g*60환,57210.0,18,Success,https://smartstore.naver.com/main/products/12392715624,46980,225.0,17.9
해현상사(주),와트 후래쉬(신형)1구,1구,"13,240원",https://www.welfare.mil.kr/shop/imgView.do?p_code=30182&type=1,전자,해현상사 와트 후래쉬 신형 1구,,0,Cache Miss,,13240,,
(주)한영코리아,네파시계 엔224,56g,"37,760원",https://www.welfare.mil.kr/shop/imgView.do?p_code=30202&type=1,스포츠/레저,한영코리아 네파시계 엔224 56g,,0,Capacity Parse Failed,,37760,56.0,
(주)농심,짜파게티큰사발면,123g,790원,https://www.welfare.mil.kr/shop/imgView.do?p_code=27662&type=1,식품,농심 짜파게티큰사발면 123g,10400.0,18,Success,https://smartstore.naver.com/main/products/9532412011,790,123.0,92.4
유진정밀(주),저소음블랙오피스데코/블랙오피스저소음시계,32cm,"13,210원",https://www.welfare.mil.kr/shop/imgView.do?p_code=30210&type=1,생활용품,유진정밀 저소음블랙오피스데코/블랙오피스저소음시계 32cm,,0,Cache Miss,,13210,,
(주)농심,신라면블랙사발,101g,920원,https://www.welfare.mil.kr/shop/imgView.do?p_code=27536&type=1,식품,농심 신라면블랙사발 101g,18430.0,19,Success,https://link.auction.co.kr/gate/pcs?item-no=D281033949&sub-id=1&service-code=10000003,920,101.0,95.0
(주)팜스케어,고려홍삼정 스틱로얄,10mlx32포(320ml),"16,280원",https://www.welfare.mil.kr/shop/imgView.do?p_code=26758&type=1,건강기능식품,팜스케어 고려홍삼정 스틱로얄 10mlx32포(320ml),,0,Capacity Parse Failed,,16280,320.0,
씨제이제일제당(주),(영외)사계절쌈장,170g,760원,https://www.welfare.mil.kr/shop/imgView.do?p_code=26740&type=1,식품,씨제이제일제당 영외 사계절쌈장 170g,2640.0,20,Success,https://search.shopping.naver.com/catalog/51929487781,760,170.0,71.2
(주)한맥푸드,더블벅,210g,"1,420원",https://www.welfare.mil.kr/shop/imgView.do?p_code=26918&type=1,식품,한맥푸드 더블벅 210g,1856.666666666667,20,Success,https://link.auction.co.kr/gate/pcs?item-no=D809274068&sub-id=1&service-code=10000003,1420,210.0,23.5
(주)하림,하림매콤닭강정,250g,"3,830원",https://www.welfare.mil.kr/shop/imgView.do?p_code=26728&type=1,식품,하림 하림매콤닭강정 250g,11081.66666666667,20,Success,https://search.shopping.naver.com/catalog/20949961964,3830,250.0,65.4
(주)농심,사천짜파게티,137g*4개,"4,130원",https://www.welfare.mil.kr/shop/imgView.do?p_code=26730&type=1,식품,농심 사천짜파게티 137g*4개,69020.0,19,Success,https://link.auction.co.kr/gate/pcs?item-no=D788126950&sub-id=1&service-code=10000003,4130,548.0,94.0
주식회사 에스피씨삼립,스파이시치킨샌드위치,170g,"1,390원",https://www.welfare.mil.kr/shop/imgView.do?p_code=27580&type=1,식품,에스피씨삼립 스파이시치킨샌드위치 170g,20928.0,20,Success,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9179487820&tid=1000000061,1390,170.0,93.4
㈜감동란,감동란,100g(50g*2개),"1,280원",https://www.welfare.mil.kr/shop/imgView.do?p_code=27646&type=1,식품,㈜감동란 감동란 100g(50g*2개),,0,Capacity Parse Failed,,1280,100.0,
동화약품(주),까스활액,75ml,550원,https://www.welfare.mil.kr/shop/imgView.do?p_code=27540&type=1,음료,동화약품 까스활액 75ml,1154.666666666667,20,Success,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=6564525680&tid=1000000061,550,75.0,52.4
(주)오뗄,꿀에빠진 현미닭강정,420g,"5,850원",https://www.welfare.mil.kr/shop/imgView.do?p_code=27588&type=1,식품,오뗄 꿀에빠진 현미닭강정 420g,,0,Capacity Parse Failed,,5850,420.0,
삼양식품(주),큰컵 까르보불닭볶음면,105g,"1,060원",https://www.welfare.mil.kr/shop/imgView.do?p_code=27634&type=1,식품,삼양식품 큰컵 까르보불닭볶음면 105g,12150.0,20,Success,https://smartstore.naver.com/main/products/11721082321,1060,105.0,91.3
(주)오뚜기,오뚜기 황도,400g,"1,980원",https://www.welfare.mil.kr/shop/imgView.do?p_code=27546&type=1,식품,오뚜기 오뚜기 황도 400g,2838.333333333333,20,Success,https://search.shopping.naver.com/catalog/52040831618,1980,400.0,30.2
(주)사조대림,순창궁 태양초100%우리햅쌀고추장2kg,2kg,"9,990원",https://www.welfare.mil.kr/shop/imgView.do?p_code=27656&type=1,식품,사조대림 순창궁 태양초100%우리햅쌀고추장2kg,18220.0,20,Success,https://smartstore.naver.com/main/products/11584960216,9990,2000.0,45.2
두손산업,마일드롱요술장갑,Free,"1,490원",https://www.welfare.mil.kr/shop/imgView.do?p_code=6136&type=1,의류/군수품,두손산업 마일드롱요술장갑 Free,,0,Cache Miss,,1490,,
애경산업(주),바세린리프팅리페어로션,450ml,"5,120원",https://www.welfare.mil.kr/shop/imgView.do?p_code=6196&type=1,미용/위생,애경산업 바세린리프팅리페어로션 450ml,7650.0,20,Success,https://smartstore.naver.com/main/products/9355423771,5120,450.0,33.1
(주)커피빈코리아,커피빈 콜롬비아 아메리카노 미니90T,0.9*90ea,"11,030원",https://www.welfare.mil.kr/shop/imgView.do?p_code=27600&type=1,음료,커피빈코리아 커피빈 콜롬비아 아메리카노 미니90T 0.9*90ea,,0,Cache Miss,,11030,,
(주)오쎄,클린엔퓨어물티슈,60매,"1,730원",https://www.welfare.mil.kr/shop/imgView.do?p_code=30228&type=1,미용/위생,오쎄 클린엔퓨어물티슈 60매,,0,Cache Miss,,1730,,
(주)엘지생활건강,자연퐁제균설거지(솔잎),1.4kg,"3,570원",https://www.welfare.mil.kr/shop/imgView.do?p_code=30234&type=1,생활용품,엘지생활건강 자연퐁제균설거지 솔잎 1.4kg,5342.105263157895,17,Success,https://smartstore.naver.com/main/products/9901146913,3570,1400.0,33.2
(주)알로에베라코리아,아물디,50ml,"2,340원",https://www.welfare.mil.kr/shop/imgView.do?p_code=30236&type=1,미용/위생,알로에베라코리아 아물디 50ml,14370.0,1,Low Sample,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9182407819&tid=1000000061,2340,50.0,83.7
(주)알로에베라코리아,모기키퍼액,60ml,"3,850원",https://www.welfare.mil.kr/shop/imgView.do?p_code=30238&type=1,미용/위생,알로에베라코리아 모기키퍼액 60ml,4440.0,20,Success,https://smartstore.naver.com/main/products/11990892781,3850,60.0,13.3
(주)나우코퍼레이션,나우스포츠쿨맥스티,검정95호,"13,810원",https://www.welfare.mil.kr/shop/imgView.do?p_code=30240&type=1,의류/군수품,나우코퍼레이션 나우스포츠쿨맥스티 검정95호,,0,Cache Miss,,13810,,
(주)오뚜기,진라면(순한맛),120g,540원,https://www.welfare.mil.kr/shop/imgView.do?p_code=27484&type=1,식품,오뚜기 진라면 순한맛 120g,15680.0,17,Success,https://smartstore.naver.com/main/products/5001411341,540,120.0,96.6
(주)오뚜기,떠먹는 컵피자 포테이토,150g,"1,680원",https://www.welfare.mil.kr/shop/imgView.do?p_code=27602&type=1,식품,오뚜기 떠먹는 컵피자 포테이토 150g,3337.5,19,Success,https://smartstore.naver.com/main/products/2287720310,1680,150.0,49.7
(주)동원에프앤비,리챔 200g,200g,"1,970원",https://www.welfare.mil.kr/shop/imgView.do?p_code=27552&type=1,식품,동원에프앤비 리챔 200g,21000.0,20,Success,https://search.shopping.naver.com/catalog/53666996509,1970,200.0,90.6
일동후디스(주),(영외)후디스 유기농쌀과자 자색고구마떡뻥,30g,"2,900원",https://www.welfare.mil.kr/shop/imgView.do?p_code=27000&type=1,식품,일동후디스 영외 후디스 유기농쌀과자 자색고구마떡뻥 30g,,0,Max Retries,,2900,30.0,
씨제이제일제당(주),햇반,130g,640원,https://www.welfare.mil.kr/shop/imgView.do?p_code=27556&type=1,식품,씨제이제일제당 햇반 130g,27705.0,20,Success,https://smartstore.naver.com/main/products/12121173008,640,130.0,97.7
(주)드림리더,테아닌과 밀크씨슬 활력 솔루션,60g,"13,210원",https://www.welfare.mil.kr/shop/imgView.do?p_code=27440&type=1,건강기능식품,드림리더 테아닌과 밀크씨슬 활력 솔루션 60g,,0,Capacity Parse Failed,,13210,60.0,
농업회사법인(주)백제,햅쌀 떡국,163 g,"1,830원",https://www.welfare.mil.kr/shop/imgView.do?p_code=27544&type=1,식품,농업회사법인백제 햅쌀 떡국 163 g,,0,Capacity Parse Failed,,1830,163.0,
삼양스퀘어밀(주),뿌려뿌려흔들닭어니언,200g,"2,420원",https://www.welfare.mil.kr/shop/imgView.do?p_code=27680&type=1,식품,삼양스퀘어밀 뿌려뿌려흔들닭어니언 200g,,0,Capacity Parse Failed,,2420,200.0,
농업회사법인(주)채담,참숯란,140g,"1,450원",https://www.welfare.mil.kr/shop/imgView.do?p_code=27722&type=1,식품,농업회사법인채담 참숯란 140g,3500.0,3,Success,https://smartstore.naver.com/main/products/11142034437,1450,140.0,58.6
(주)헤세드코리아,(동계)헤세드방한타이즈상의95,95호,"9,730원",https://www.welfare.mil.kr/shop/imgView.do?p_code=6302&type=1,의류/군수품,헤세드코리아 동계 헤세드방한타이즈상의95 95호,,0,Cache Miss,,9730,,
(주)나우코퍼레이션,스포츠런닝,95호,"7,480원",https://www.welfare.mil.kr/shop/imgView.do?p_code=6390&type=1,의류/군수품,나우코퍼레이션 스포츠런닝 95호,,0,Cache Miss,,7480,,
자민경(주),자민경크레마카라콜오리지날프리미어,80ml,"9,950원",https://www.welfare.mil.kr/shop/imgView.do?p_code=30248&type=1,미용/위생,자민경 자민경크레마카라콜오리지날프리미어 80ml,18893.0,20,Success,https://link.gmarket.co.kr/gate/pcs?item-no=2830888777&sub-id=1003&service-code=10000003&lcd=100000005,9950,80.0,47.3
(주)모두아이엔지,비닐면봉100,100개입,410원,https://www.welfare.mil.kr/shop/imgView.do?p_code=30252&type=1,미용/위생,모두아이엔지 비닐면봉100 100개입,,0,Cache Miss,,410,,
주식회사 유비세이프,휴대용칫솔살균기,100g,"7,510원",https://www.welfare.mil.kr/shop/imgView.do?p_code=30256&type=1,미용/위생,유비세이프 휴대용칫솔살균기 100g,3.493013972055888,3,Success,https://smartstore.naver.com/main/products/5636374092,7510,100.0,-214900.6
주식회사 에스피씨삼립,케이준치킨버거,200g,"1,840원",https://www.welfare.mil.kr/shop/imgView.do?p_code=27744&type=1,식품,에스피씨삼립 케이준치킨버거 200g,,0,Capacity Parse Failed,,1840,200.0,
(주)오뚜기,(영외)옛날당면,1kg,"8,670원",https://www.welfare.mil.kr/shop/imgView.do?p_code=27760&type=1,식품,오뚜기 영외 옛날당면 1kg,10700.0,20,Success,https://search.shopping.naver.com/catalog/56751915992,8670,1000.0,19.0
(주)바프,허니버터아몬드,190g,"3,180원",https://www.welfare.mil.kr/shop/imgView.do?p_code=27774&type=1,식품,바프 허니버터아몬드 190g,5850.000000000001,20,Success,https://smartstore.naver.com/main/products/12405564163,3180,190.0,45.6
(주)오뚜기,(영외)옛날볶음참깨,200g,"3,580원",https://www.welfare.mil.kr/shop/imgView.do?p_code=27702&type=1,식품,오뚜기 영외 옛날볶음참깨 200g,8580.0,20,Success,https://smartstore.naver.com/main/products/5892742101,3580,200.0,58.3
(주)오뚜기,(영외)2배사과식초,900ml,"2,780원",https://www.welfare.mil.kr/shop/imgView.do?p_code=27746&type=1,식품,오뚜기 영외 2배사과식초 900ml,,0,Capacity Parse Failed,,2780,900.0,
(주)동원에프앤비,고추참치100g 원터치,100g,"1,060원",https://www.welfare.mil.kr/shop/imgView.do?p_code=27756&type=1,식품,동원에프앤비 고추참치100g 원터치,13333.33333333333,20,Success,https://link.auction.co.kr/gate/pcs?item-no=E904351080&sub-id=1&service-code=10000003,1060,100.0,92.0
동서식품(주),맥심화이트골드커피믹스,2.106kg,"26,670원",https://www.welfare.mil.kr/shop/imgView.do?p_code=20476&type=1,음료,동서식품 맥심화이트골드커피믹스 2.106kg,25432.62711864407,4,Success,https://smartstore.naver.com/main/products/5885950633,26670,2106.0,-4.9
롯데웰푸드(주),의성마늘프랑크소시지,70g,850원,https://www.welfare.mil.kr/shop/imgView.do?p_code=20530&type=1,식품,롯데웰푸드 의성마늘프랑크소시지 70g,10795.0,20,Success,https://search.shopping.naver.com/catalog/55135165725,850,70.0,92.1
씨제이제일제당(주),맥스봉 치즈,70g,"1,270원",https://www.welfare.mil.kr/shop/imgView.do?p_code=20466&type=1,식품,씨제이제일제당 맥스봉 치즈 70g,1766.25,20,Success,https://search.shopping.naver.com/catalog/52768677140,1270,70.0,28.1
동아제약(주),박카스에프액 120ml,120ml,570원,https://www.welfare.mil.kr/shop/imgView.do?p_code=20498&type=1,음료,동아제약 박카스에프액 120ml,28160.0,20,Success,https://smartstore.naver.com/main/products/9684556343,570,120.0,98.0
현대크린상사(주),종이컵(현대),184ml*50개,730원,https://www.welfare.mil.kr/shop/imgView.do?p_code=6410&type=1,생활용품,현대크린상사 종이컵 현대 184ml*50개,477355.6756756756,4,Success,https://smartstore.naver.com/main/products/11264119413,730,9200.0,99.8
미래생활(주),잘풀리는집 퀼팅,30m*24R,"13,310원",https://www.welfare.mil.kr/shop/imgView.do?p_code=6462&type=1,생활용품,미래생활 잘풀리는집 퀼팅 30m*24R,,0,Cache Miss,,13310,,
바이어스도르프코리아(유),니베아 립케어 에센셜 케어,4.8g,"1,350원",https://www.welfare.mil.kr/shop/imgView.do?p_code=5738&type=1,미용/위생,바이어스도르프코리아(유) 니베아 립케어 에센셜 케어 4.8g,4953.75,20,Success,https://link.gmarket.co.kr/gate/pcs?item-no=4586832465&sub-id=1003&service-code=10000003&lcd=100000005,1350,4.8,72.7
한국존슨앤드존슨,뉴트로지나 시카 에멀젼,310ml,"10,230원",https://www.welfare.mil.kr/shop/imgView.do?p_code=5736&type=1,미용/위생,한국존슨앤드존슨 뉴트로지나 시카 에멀젼 310ml,32409.09090909091,20,Success,https://link.gmarket.co.kr/gate/pcs?item-no=4529619084&sub-id=1003&service-code=10000003&lcd=100000071,10230,310.0,68.4
(주)웰크론헬스케어,숲속이야기 텐셀 팬티라이너 롱,20p*3개(77.16g),"5,010원",https://www.welfare.mil.kr/shop/imgView.do?p_code=5758&type=1,미용/위생,웰크론헬스케어 숲속이야기 텐셀 팬티라이너 롱 20p*3개(77.16g),,0,Capacity Parse Failed,,5010,77.16,
(주)사조대림,하우스 그릴 부어스트,310g,"2,770원",https://www.welfare.mil.kr/shop/imgView.do?p_code=20470&type=1,식품,사조대림 하우스 그릴 부어스트 310g,4692.5,20,Success,https://smartstore.naver.com/main/products/12102268371,2770,310.0,41.0
씨제이제일제당(주),100%태양초우리쌀고추장,2000g,"11,090원",https://www.welfare.mil.kr/shop/imgView.do?p_code=27808&type=1,식품,씨제이제일제당 100%태양초우리쌀고추장 2000g,21190.0,20,Success,https://search.shopping.naver.com/catalog/51929361006,11090,2000.0,47.7
(주)오뗄,크리스피 순살치킨,200g,"2,330원",https://www.welfare.mil.kr/shop/imgView.do?p_code=27820&type=1,식품,오뗄 크리스피 순살치킨 200g,3853.333333333333,1,Low Sample,https://smartstore.naver.com/main/products/5684252266,2330,200.0,39.5
씨제이제일제당(주),(영외)백설부침가루,1kg,"1,850원",https://www.welfare.mil.kr/shop/imgView.do?p_code=27784&type=1,식품,씨제이제일제당 영외 백설부침가루 1kg,3300.0,20,Success,https://search.shopping.naver.com/catalog/51929177080,1850,1000.0,43.9
씨제이제일제당(주),(영외)사계절쌈장,500g,"2,560원",https://www.welfare.mil.kr/shop/imgView.do?p_code=27830&type=1,식품,씨제이제일제당 영외 사계절쌈장 500g,3782.5,20,Success,https://search.shopping.naver.com/catalog/51929224631,2560,500.0,32.3
롯데웰푸드(주),문어콕콕,50g,460원,https://www.welfare.mil.kr/shop/imgView.do?p_code=20490&type=1,식품,롯데웰푸드 문어콕콕 50g,906.0984848484848,20,Success,https://link.gmarket.co.kr/gate/pcs?item-no=4230922932&sub-id=1003&service-code=10000003&lcd=100000036,460,50.0,49.2
에쓰푸드(주)물류가공센타,컨츄리베이컨,150g,"3,330원",https://www.welfare.mil.kr/shop/imgView.do?p_code=27822&type=1,식품,에쓰푸드물류가공센타 컨츄리베이컨 150g,,0,Capacity Parse Failed,,3330,150.0,
씨제이제일제당(주),(영외)구수한 가정식 집된장,2.3kg,"8,990원",https://www.welfare.mil.kr/shop/imgView.do?p_code=27826&type=1,식품,씨제이제일제당 영외 구수한 가정식 집된장 2.3kg,23000.0,20,Success,https://link.auction.co.kr/gate/pcs?item-no=C309249265&sub-id=1&service-code=10000003,8990,2300.0,60.9
(주)오뗄,스파이시 순살치킨,420g,"4,770원",https://www.welfare.mil.kr/shop/imgView.do?p_code=27792&type=1,식품,오뗄 스파이시 순살치킨 420g,,0,Capacity Parse Failed,,4770,420.0,
씨제이제일제당(주),(영외)백설 허브맛솔트 오리지널,50g,"1,580원",https://www.welfare.mil.kr/shop/imgView.do?p_code=27782&type=1,식품,씨제이제일제당 영외 백설 허브맛솔트 오리지널 50g,2700.0,19,Success,https://smartstore.naver.com/main/products/12235724764,1580,50.0,41.5
애경산업(주),그린후레쉬 치약,160g,"1,850원",https://www.welfare.mil.kr/shop/imgView.do?p_code=6468&type=1,미용/위생,애경산업 그린후레쉬 치약 160g,5888.0,2,Low Sample,https://smartstore.naver.com/main/products/12010505623,1850,160.0,68.6
아모레 퍼시픽,해피바스허브라벤더비누,90g,930원,https://www.welfare.mil.kr/shop/imgView.do?p_code=6506&type=1,미용/위eg,아모레 퍼시픽 해피바스허브라벤더비누 90g,1980.0,17,Success,https://smartstore.naver.com/main/products/12349746626,930,90.0,53.0
(주)사조대림,(영외)해표 해바라기유900ml,900ml,"4,900원",https://www.welfare.mil.kr/shop/imgView.do?p_code=27586&type=1,식품,사조대림 영외 해표 해바라기유900ml,5590.0,20,Success,https://link.auction.co.kr/gate/pcs?item-no=C746502988&sub-id=1&service-code=10000003,4900,900.0,12.3
(주)동원에프앤비,양반 캔볶음김치 160g,160g,"1,270원",https://www.welfare.mil.kr/shop/imgView.do?p_code=27492&type=1,식품,동원에프앤비 양반 캔볶음김치 160g,,0,Max Retries,,1270,160.0,
